CODIGO_SCIAN,ANIO,H010B,H010C,I100B,I100C,H010D,I100D,J000A,O110A,M710B,M710C,M999A,M310B,M310C,K316B,K316C,K910A,K411A,K951A,K412A,K961A,K610A,K810A,K710A,K500A,K931A,K999A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q000C,Q000D,ESTATUS
3261,2016,63063,43845,32397,21930,253265,134524,17929028,186952177,3399256,22744242,3012275,140368695,46121102,73337562,29631025,3000669,1317911,4363447,6529308,4182170,11604379,310697,755278,3740555,1146656,9234012,67277898,13539562,2507152,1742800,2740244,6442754,7761671,534266,Cifras preliminares
326110,2016,11356,4117,5341,1890,38634,19207,2773622,40931418,389435,1030450,496319,30315788,10448631,16640809,7394629,457421,242382,656548,1388074,788696,1592299,17332,92309,348557,179652,1211948,16114752,2682403,554211,544552,547896,1396809,1711235,101584,Cifras preliminares
326120,2016,1014,400,1706,255,3659,4938,231352,7176711,1484,73893,94552,6915831,225585,3905415,510387,125309,16471,74492,180928,136322,598153,16211,1235,67758,63238,165375,2797273,1089157,57066,54123,45702,277223,146925,3070,Cifras preliminares
326130,2016,1503,274,620,227,4421,2042,408656,5181016,59836,184654,73374,2586572,2566224,2198794,633477,51613,38317,98633,96223,142647,210535,11013,1563,43860,0,278582,1174770,518576,30965,30132,19773,114950,414051,5159,Cifras preliminares
326140,2016,3261,2115,2046,1493,12994,9146,898589,9622403,0,1644715,85128,7551410,2076592,3523283,1198113,352341,398040,320975,286651,431332,820238,15099,179,231480,108262,551689,3035217,1182349,478246,63120,207207,338335,635832,14084,Cifras preliminares
326150,2016,2088,870,1910,1521,6960,7585,433682,8956178,9480,514588,72456,7011871,1927096,4388495,1037947,41839,53253,163279,68179,154452,767842,3017,38819,250123,108369,305910,1123785,320372,166509,72377,89380,126074,226925,16788,Cifras preliminares
326160,2016,2967,2671,2890,2067,13465,12889,1007063,19664084,603525,517800,130458,18149671,1391955,10926074,917229,334820,104302,569361,864383,572156,1056605,12774,61473,422269,66588,629585,7940623,969985,132273,169576,113821,932145,351093,187136,Cifras preliminares
326191,2016,4081,3631,1385,773,18887,5054,1073525,9169710,150012,863084,231945,8823035,335622,3854416,1180345,300634,69003,314089,740867,194956,405427,23880,58942,100683,14341,272292,5563528,847909,387457,80483,86219,429348,732560,24848,Cifras preliminares
326192,2016,11322,9687,7205,5748,48212,31211,4159075,44829533,814368,7545029,579343,29289695,15511819,13267635,11038470,497033,116517,1037342,809830,799735,3130249,3165,209711,961276,249698,3160112,11416817,2159596,105573,284164,723611,1023271,1352265,43986,Cifras preliminares
326193,2016,6666,5121,3641,2667,27923,15929,2031806,18484877,448551,1454048,524837,14278226,4197240,6629170,2240803,302559,89146,450056,860304,577476,1175622,154246,205610,385082,187588,951212,10174663,1218173,315407,171339,428904,963076,1106320,25651,Cifras preliminares
326194,2016,13940,11235,3965,3756,58587,18986,3661797,18669202,826566,6870958,298406,12172318,6427806,6452563,3120811,446875,150276,503484,969074,246045,1336013,14340,48452,652486,91803,1064537,6739402,1828241,178870,215643,388484,691982,827948,67523,Cifras preliminares
326198,2016,2054,1045,575,461,7273,2369,462792,962277,5489,827940,55390,532897,437302,405257,80726,21555,10379,42035,53435,27667,124524,7976,10006,73584,120,251681,396152,420141,29008,24468,36516,50073,177208,29140,Cifras preliminares
326199,2016,2811,2679,1113,1072,12250,5168,787069,3304768,90510,1217083,370067,2741381,575230,1145651,278088,68670,29825,133153,211360,110686,386872,31644,26979,203397,76997,391089,800916,302660,71567,32823,52731,99468,79309,15297,Cifras preliminares
3262,2016,16249,8182,8604,3537,56667,29003,5414042,46381213,275123,6650365,855621,22403246,23903513,8412291,12022127,450808,532777,873166,1123845,637129,3375831,38658,488871,397649,215079,3009240,13225879,4156724,206442,500822,454665,1567881,1745239,302326,Cifras preliminares
326211,2016,3151,141,3079,274,8138,8532,1435770,18205106,0,771353,45542,9935152,8318980,1850699,4785366,9543,251057,248405,451409,287858,1755748,10788,119192,119778,0,1077261,7048380,1979013,15353,279624,124074,597621,778968,153520,Cifras preliminares
326220,2016,2964,1474,1760,1131,9790,6904,980900,7915602,139805,2559855,111453,2279154,5622580,2159875,1488135,88835,92275,198512,178243,86531,464783,14222,7057,70696,156435,553128,1210850,439633,42057,40242,47831,201075,177699,82769,Cifras preliminares
326290,2016,10134,6567,3765,2132,38739,13567,2997372,20260505,135318,3319157,698626,10188940,9961953,4401717,5748626,352430,189445,426249,494193,262740,1155300,13648,362622,207175,58644,1378851,4966649,1738078,149032,180956,282760,769185,788572,66037,Cifras preliminares
327,2016,49324,9045,33642,6860,150404,105442,12806717,216376411,303145,5489473,1745271,184814497,31334501,44860415,6727699,6969895,14917560,8585392,12244459,9828121,10447492,453783,267124,3525742,500284,9136536,122283224,55845348,8819133,1403416,1464584,10092464,7107742,791037,Cifras preliminares
3271,2016,16620,1695,7784,2039,49616,26574,3806899,29084892,339,3348922,320356,21124608,7870098,5567808,2912158,1413794,1751509,1935054,1545326,1216154,2314181,197025,15207,372367,166022,1535543,12724586,7092086,331077,255736,190231,1319902,1865592,122849,Cifras preliminares
327112,2016,10446,888,930,152,31168,2896,2074451,4215963,0,2982476,27160,2231148,1950893,889092,263434,232288,252892,356097,320931,216725,232732,15222,11762,61914,58755,364337,2690491,1964436,51211,55898,44811,331032,1066528,65075,Cifras preliminares
327121,2016,1668,188,16,16,4552,77,298481,1773537,0,0,42723,1410349,360159,242362,13409,63062,186636,71199,121288,126158,5467,7681,0,34872,7,69414,1355093,520337,94714,15461,17503,143054,57329,6887,Cifras preliminares
327122,2016,3295,505,6430,1726,10724,22080,994685,19319408,0,360328,205098,15179527,4089646,3818068,1434106,1042042,1250893,1451587,1047847,835405,1981306,168983,0,253297,69252,940360,7715683,4370380,134071,151724,89756,745791,696190,50422,Cifras preliminares
327123,2016,1211,114,408,145,3172,1521,439282,3775984,339,6118,45375,2303584,1469400,618286,1201209,76402,61088,56171,55260,37866,94676,5139,3445,22284,38008,161432,963319,236933,51081,32653,38161,100025,45545,465,Cifras preliminares
3272,2016,14561,4589,10552,3151,49539,36122,4192686,57087977,43319,1221430,773150,37126133,19959903,10962714,3149054,3416937,3867883,2093500,2901596,2065490,3679470,30300,168231,2051063,59761,2663070,29673102,7239311,233545,341138,417068,2699931,1803532,95315,Cifras preliminares
327211,2016,1339,233,5053,1119,3892,15949,351736,17456996,0,559825,599626,10572754,6811197,5586525,363569,341591,1233501,273497,832722,833671,1730809,14195,268,437120,0,864731,7127916,2474945,33213,120035,182802,426896,1064970,14928,Cifras preliminares
327213,2016,7767,2431,4693,1571,26482,17442,2789627,31862238,0,0,158551,22975048,8962402,4322457,2195031,2356472,2258291,1557069,1594999,922957,1683500,2679,108608,1432776,54909,1368720,18840211,3543656,138722,182621,182278,1799122,575200,76886,Cifras preliminares
327214,2016,999,198,764,443,2567,2640,191380,2541806,6,332649,7550,364671,2189274,408284,341332,105734,103524,65256,211300,162534,254056,826,57500,34950,0,216719,1958877,612162,16825,7757,30019,208375,13467,0,Cifras preliminares
327215,2016,3041,1121,1,0,11854,3,562146,4025938,0,0,5079,2147341,1872484,301008,166946,596806,225686,149520,176991,112269,75,7959,231,118926,0,104911,1313611,461628,12184,13876,6419,202139,125452,1296,Cifras preliminares
327219,2016,1415,606,41,18,4744,88,297797,1200999,43313,328956,2344,1066319,124546,344440,82176,16334,46881,48158,85584,34059,11030,4641,1624,27291,4852,107989,432487,146920,32601,16849,15550,63399,24443,2205,Cifras preliminares
3273,2016,10587,1359,12283,1334,29175,34740,2939978,112639259,126470,215223,288241,110912525,1610504,23396807,1171,1572307,8085112,4067195,7062799,5837046,3704056,131465,67478,818869,46271,4100078,70590846,36856877,7706268,617765,566137,5151976,2766096,543745,Cifras preliminares
327310,2016,2172,192,4499,525,6190,12577,1261480,81956864,0,0,59935,80340710,1506018,6788688,0,1533286,7262417,3157492,6874223,5336198,2097685,83473,3451,293467,46271,2733887,64008537,34710585,577134,412663,333795,3535215,1963564,317215,Cifras preliminares
327320,2016,2292,265,5532,489,6451,16016,679944,21727816,125070,0,9901,21754316,0,12246974,0,6352,545795,634136,59853,108285,1281467,26733,15115,360476,0,1028152,4080929,1393803,6531993,84970,139999,1243658,440428,210299,Cifras preliminares
327330,2016,3565,377,797,164,9591,2300,530028,4643814,0,0,99470,4508409,104486,2028825,0,31536,191235,206744,88601,212320,147640,12421,0,96247,0,185451,1205386,438266,425051,40465,57387,171566,226368,11763,Cifras preliminares
327391,2016,2558,525,1455,156,6943,3847,468526,4310765,1400,215223,118935,4309090,0,2332320,1171,1133,85665,68823,40122,180243,177264,8838,48912,68679,0,152588,1295994,314223,172090,79667,34956,201537,135736,4468,Cifras preliminares
3274,2016,2936,297,1045,104,8447,2937,757129,8773579,90331,0,156168,8648542,124805,2242796,0,398202,1062670,257948,450607,404502,281168,14821,0,39509,67433,374083,7072215,3619660,362897,120710,198128,648539,522972,10160,Cifras preliminares
327410,2016,2330,189,692,47,6610,1910,591133,5759607,64947,0,85385,5651147,102860,744955,0,263319,883827,222467,331880,236056,160801,7108,0,32261,66740,345814,5689387,2812686,301372,68329,177019,519794,432255,10150,Cifras preliminares
327420,2016,606,108,353,57,1837,1027,165996,3013972,25384,0,70783,2997395,21945,1497841,0,134883,178843,35481,118727,168446,120367,7713,0,7248,693,28269,1382828,806974,61525,52381,21109,128745,90717,10,Cifras preliminares
3279,2016,4620,1105,1978,232,13627,5069,1110025,8790704,42686,703898,207356,7002689,1769191,2690290,665316,168655,150386,231695,284131,304929,468617,80172,16208,243934,160797,463762,2222475,1037414,185346,68067,93020,272116,149550,18968,Cifras preliminares
327910,2016,1709,486,452,39,4836,1113,619086,2314156,0,532921,67291,1931921,372049,486616,457372,33238,50046,95511,76168,21899,84175,10270,12547,74715,1041,314699,731848,261152,30236,11954,34693,78016,42676,9938,Cifras preliminares
327991,2016,1969,502,572,72,6202,1541,210595,1024237,10126,114629,26755,466835,551124,295122,67580,29732,41723,42706,58036,60205,67053,1372,1365,20463,0,43737,511659,157602,88979,10881,17014,57085,26988,4729,Cifras preliminares
327999,2016,942,117,954,121,2589,2415,280344,5452311,32560,56348,113310,4603933,846018,1908552,140364,105685,58617,93478,149927,222825,317389,68530,2296,148756,159756,105326,978968,618660,66131,45232,41313,137015,79886,4301,Cifras preliminares
331,2016,51909,6248,23153,4317,142451,69218,16796705,464047778,4062622,8053129,5368245,312461161,150534522,244496937,40818489,1046361,5413534,9118529,15938172,7527246,8496951,407170,2635151,1825041,1079855,8862023,225343731,71368340,1805392,2533312,14043671,17119848,13350246,212185,Cifras preliminares
3311,2016,17166,1215,5926,491,47176,16902,7826974,154015123,0,0,3170185,124196952,30133709,58844350,9305007,225435,3708592,4261930,7875579,3245097,3748555,272244,1114019,490171,616909,3362058,137302260,39286234,436023,1119655,6812765,9498193,7178432,70741,Cifras preliminares
331111,2016,14678,1146,4408,272,40197,11991,7173550,104790725,0,0,3144182,76362730,28646969,37742972,7775473,147829,3196419,3437086,5333400,3025086,3304202,265774,1114019,438319,589868,2779199,120133071,33379080,365586,1037478,6439468,8222588,6472692,64304,Cifras preliminares
331112,2016,2488,69,1518,219,6979,4911,653424,49224398,0,0,26003,47834222,1486740,21101378,1529534,77606,512173,824844,2542179,220011,444353,6470,0,51852,27041,582859,17169189,5907154,70437,82177,373297,1275605,705740,6437,Cifras preliminares
3312,2016,12340,1483,5621,1467,33507,18121,3429931,143679438,613812,1150333,1094356,120874710,21978326,83227135,14708793,367544,737043,2249598,4003119,2852440,1419590,44687,300664,457083,415165,2380992,40295262,15193634,630739,795274,4665114,4054820,3150256,50314,Cifras preliminares
331210,2016,4989,674,2698,935,13195,8678,1189769,23949928,55302,352523,310198,20099469,3849370,13692284,1119636,101252,136712,307116,391538,499247,675781,31338,279890,140310,80662,1076996,7017863,2711340,144724,88732,191347,780230,569204,12180,Cifras preliminares
331220,2016,7351,809,2923,532,20312,9443,2240162,119729510,558510,797810,784158,100775241,18128956,69534851,13589157,266292,600331,1942482,3611581,2353193,743809,13349,20774,316773,334503,1303996,33277399,12482294,486015,706542,4473767,3274590,2581052,38134,Cifras preliminares
3313,2016,4517,1445,5004,1354,13616,15493,1010012,26261139,297880,1199288,210551,20592816,5486612,12213161,5046332,198821,296077,396720,420379,329174,1164504,46965,25417,248591,29991,802927,6043387,1573979,207400,133414,149212,428612,774483,14489,Cifras preliminares
331310,2016,4517,1445,5004,1354,13616,15493,1010012,26261139,297880,1199288,210551,20592816,5486612,12213161,5046332,198821,296077,396720,420379,329174,1164504,46965,25417,248591,29991,802927,6043387,1573979,207400,133414,149212,428612,774483,14489,Cifras preliminares
3314,2016,5893,310,2907,328,15322,8027,1975987,120506336,2853022,856873,428017,37092976,83058195,85130528,7859844,151689,373329,1270971,2530812,772878,682499,38145,714559,404708,0,1066030,32292250,12037122,301928,258115,2107691,2138068,1388289,33287,Cifras preliminares
331411,2016,1137,17,0,0,2802,0,594512,25493054,0,0,273621,10539507,14953547,14876854,418957,39233,33143,249,582869,65785,0,26785,0,276857,0,234113,10059698,4940658,116253,65835,45,445785,254284,858,Cifras preliminares
331412,2016,2623,159,107,16,6906,306,852337,72589970,2414290,431630,27618,9964783,62354507,56514298,6113082,17794,134702,558118,1207383,379027,10529,11181,480351,91896,0,168868,9166488,4392518,84593,82076,2053069,1142111,826102,30139,Cifras preliminares
331419,2016,1770,84,70,10,4599,239,434400,10718155,74369,5816,27124,8510542,2149808,4809010,1056527,2003,104268,497959,456091,244567,17159,132,0,11185,0,219859,1778397,752842,24787,6250,12991,164547,210032,282,Cifras preliminares
331420,2016,363,50,2730,302,1015,7482,94738,11705157,364363,419427,99654,8078144,3600333,8930366,271278,92659,101216,214645,284469,83499,654811,47,234208,24770,0,443190,11287667,1951104,76295,103954,41586,385625,97871,2008,Cifras preliminares
3315,2016,11993,1795,3695,677,32830,10675,2553801,19585742,297908,4846635,465136,9703707,9877680,5081763,3898513,102872,298493,939310,1108283,327657,1481803,5129,480492,224488,17790,1250016,9410572,3277371,229302,226854,308889,1000155,858786,43354,Cifras preliminares
331510,2016,6736,664,2768,401,17541,7676,1347738,13907687,10268,2345046,259359,6013102,7913594,2964193,3377753,69232,206828,735492,825106,303088,1234127,3571,244674,106211,17790,749564,7208453,2247382,173495,172288,176357,768600,414858,28126,Cifras preliminares
331520,2016,5257,1131,927,276,15289,2999,1206063,5678055,287640,2501589,205777,3690605,1964086,2117570,520760,33640,91665,203818,283177,24569,247676,1558,235818,118277,0,500452,2202119,1029989,55807,54566,132532,231555,443928,15228,Cifras preliminares
332,2016,155875,31576,36767,13813,430845,114232,27361784,213408660,3569495,30510241,10357740,154303217,59108786,85939329,32475504,3027849,2373201,4255939,4598513,4553359,10247438,381347,1425496,3276264,555492,14926554,61106451,30978918,3164739,1784594,1890007,6789047,5204886,386543,Cifras preliminares
3321,2016,5333,2371,3433,1541,18715,11779,1612387,15117928,134078,2186935,437947,8421503,6586160,4840221,3938062,148441,91985,318476,297108,191384,1022501,2214,201637,263555,25257,1101447,3406011,706416,100387,158506,150575,319482,369533,16375,Cifras preliminares
332110,2016,5333,2371,3433,1541,18715,11779,1612387,15117928,134078,2186935,437947,8421503,6586160,4840221,3938062,148441,91985,318476,297108,191384,1022501,2214,201637,263555,25257,1101447,3406011,706416,100387,158506,150575,319482,369533,16375,Cifras preliminares
3322,2016,3263,1487,9822,3983,11479,30708,932963,21958702,2079,463252,5124415,10515100,11499122,9097469,346369,1119092,61277,338430,323551,621202,2912223,97188,13855,226433,33139,987431,9383571,2389721,128261,307526,137074,802269,453668,67275,Cifras preliminares
332211,2016,2709,1146,8120,2763,9415,23496,824386,19260665,2079,463252,5022150,8133211,11154116,8010081,228031,1098181,48780,301094,287234,570924,2521416,65376,12322,167355,8520,905816,7710257,2041763,101884,276283,98401,728625,390488,66716,Cifras preliminares
332212,2016,554,341,1702,1220,2064,7212,108577,2698037,0,0,102265,2381889,345006,1087388,118338,20911,12497,37336,36317,50278,390807,31812,1533,59078,24619,81615,1673314,347958,26377,31243,38673,73644,63180,559,Cifras preliminares
3323,2016,89463,5670,7066,1391,208251,18234,8045859,30399530,680561,9571621,918315,25816558,4957123,14055480,1040927,369821,775260,412111,801498,322515,1350665,40353,556258,1183833,45574,3297609,6773656,8975417,1795279,396770,370581,1298600,221646,8826,Cifras preliminares
332310,2016,7187,505,4805,521,18633,11539,1233821,14484260,178028,450853,515194,11817540,3040150,7020496,843082,42628,112013,229074,92799,222965,931663,10071,509719,154277,36575,713863,2559770,1417441,289553,183951,132158,331671,175687,8756,Cifras preliminares
332320,2016,82276,5165,2261,870,189618,6695,6812038,15915270,502533,9120768,403121,13999018,1916973,7034984,197845,327193,663247,183037,708699,99550,419002,30282,46539,1029556,8999,2583746,4213886,7557976,1505726,212819,238423,966929,45959,70,Cifras preliminares
3324,2016,8286,1459,4610,1322,23578,14216,2460990,33354866,100909,2322902,1145034,27407122,5947769,8647803,10436204,269273,241042,595275,555737,731775,1501444,14834,166186,308159,126824,1650029,12522274,2652127,266022,213645,268434,991213,918065,139779,Cifras preliminares
332410,2016,2879,366,850,95,7849,2197,972080,4973511,0,1694484,294265,4349667,621019,1387558,837884,88222,49829,56179,55861,36079,254654,4952,68422,83368,25339,453288,1074434,621167,86099,51750,46231,163436,85559,29266,Cifras preliminares
332420,2016,2702,271,1352,309,6721,3927,591122,6091826,22358,143921,601251,4796417,1275209,3057152,468447,10838,44944,90717,51273,130652,350720,7366,61285,86036,5414,457056,1072460,383136,106346,39783,32320,122943,87605,13676,Cifras preliminares
332430,2016,2705,822,2408,918,9008,8092,897788,22289529,78551,484497,249518,18261038,4051541,4203093,9129873,170213,146269,448379,448603,565044,896070,2516,36479,138755,96071,739685,10375380,1647824,73577,122112,189883,704834,744901,96837,Cifras preliminares
3325,2016,5566,5295,590,592,25233,2604,2028481,4980056,0,3327137,292105,2349698,2600513,1210833,1614194,146955,40981,182177,158341,80597,244887,325,16951,154222,81576,886254,1868168,1329496,27200,77514,65861,203451,316798,18682,Cifras preliminares
332510,2016,5566,5295,590,592,25233,2604,2028481,4980056,0,3327137,292105,2349698,2600513,1210833,1614194,146955,40981,182177,158341,80597,244887,325,16951,154222,81576,886254,1868168,1329496,27200,77514,65861,203451,316798,18682,Cifras preliminares
3326,2016,7485,1625,1732,704,22912,5534,1792869,27410834,83451,351357,227621,21564846,5785436,13449604,1619445,202311,198205,611203,612177,816566,483831,12851,65879,196937,43469,980732,8291515,2000494,170107,153365,119429,696788,319752,10385,Cifras preliminares
332610,2016,7485,1625,1732,704,22912,5534,1792869,27410834,83451,351357,227621,21564846,5785436,13449604,1619445,202311,198205,611203,612177,816566,483831,12851,65879,196937,43469,980732,8291515,2000494,170107,153365,119429,696788,319752,10385,Cifras preliminares
3327,2016,2307,801,1351,427,7116,3746,540544,2780974,8461,495958,127861,1900032,895610,896233,254903,29778,32870,73200,70176,20250,323133,2433,32090,44444,0,232514,1133398,388078,79920,44879,80517,118795,108965,12697,Cifras preliminares
332720,2016,2307,801,1351,427,7116,3746,540544,2780974,8461,495958,127861,1900032,895610,896233,254903,29778,32870,73200,70176,20250,323133,2433,32090,44444,0,232514,1133398,388078,79920,44879,80517,118795,108965,12697,Cifras preliminares
3328,2016,10139,2947,2678,439,32548,7947,2620887,41214744,2139863,2506587,188908,34961476,6020119,21650388,6100279,250440,708502,871371,1110538,1053996,668691,54886,60817,310563,15853,2327902,7105649,6946268,120034,55345,225594,1155262,1279650,10881,Cifras preliminares
332810,2016,10139,2947,2678,439,32548,7947,2620887,41214744,2139863,2506587,188908,34961476,6020119,21650388,6100279,250440,708502,871371,1110538,1053996,668691,54886,60817,310563,15853,2327902,7105649,6946268,120034,55345,225594,1155262,1279650,10881,Cifras preliminares
3329,2016,24033,9921,5485,3414,81013,19464,7326804,36191026,420093,9284492,1895534,21366882,14816934,12091298,7125121,491738,223079,853696,669387,715074,1740063,156263,311823,588118,183800,3462636,10622209,5590901,477529,377044,471942,1203187,1216809,101643,Cifras preliminares
332910,2016,9843,5419,2513,2000,35607,10018,3488278,9755149,3003,4833169,792334,6975625,2759198,3176230,1525698,156412,79367,360711,279560,111022,804345,113838,33084,231613,96406,1403302,3307047,1807959,223587,177618,289514,341707,371071,18143,Cifras preliminares
332991,2016,1696,446,683,239,5428,1951,595525,5472960,0,973594,58257,1824298,3648662,973145,1669088,81576,28138,111390,118043,129880,347512,8670,56654,29343,5690,208352,3237279,671371,10319,35276,30106,246576,329814,44757,Cifras preliminares
332999,2016,12494,4056,2289,1175,39978,7495,3243001,20962917,417090,3477729,1044943,12566959,8409074,7941923,3930335,253750,115574,381595,271784,474172,588206,33755,222085,327162,81704,1850982,4077883,3111571,243623,164150,152322,614904,515924,38743,Cifras preliminares
333,2016,65253,21576,17531,5184,201972,51270,18988220,131348460,631475,24506844,5072253,45186067,86011179,36110549,34602506,652816,566249,1782351,1563257,1926473,5625894,112398,646201,2014352,2100952,8190678,24452660,10801229,1037648,1329608,1410958,2751404,2739054,1993239,Cifras preliminares
3331,2016,11692,1974,2145,131,30020,5278,2503861,19535403,104846,1877102,994571,7605828,11915787,9270235,2545371,75110,108210,161278,217034,187666,621767,16699,83044,245928,11709,878343,4863610,1561160,160002,144528,255331,531075,474612,1356500,Cifras preliminares
333111,2016,6504,1552,500,22,17765,1187,1351543,11742902,0,923484,620944,5838645,5903781,6333258,1246100,21290,59903,97397,116164,34298,90329,12098,6673,137364,6529,270104,1634548,262134,73643,57208,49192,150077,85831,61625,Cifras preliminares
333112,2016,472,30,0,0,1179,0,66027,357924,197,0,13022,349922,5906,247075,0,195,3396,4982,2061,2145,0,1095,4396,2432,0,21018,49075,19167,15380,731,1367,11444,7426,1244,Cifras preliminares
333120,2016,2439,227,1482,92,5835,3676,623833,5909089,24423,429065,338525,770077,5127989,2374912,887214,37466,27019,38599,44393,123184,499926,1331,42295,78491,5180,386382,2007584,917391,36784,64547,58936,245113,307731,1291549,Cifras preliminares
333130,2016,2277,165,163,17,5241,415,462458,1525488,80226,524553,22080,647184,878111,314990,412057,16159,17892,20300,54416,28039,31512,2175,29680,27641,0,200839,1172403,362468,34195,22042,145836,124441,73624,2082,Cifras preliminares
3332,2016,4054,652,996,113,10926,2642,1265213,7680648,5100,482075,584929,5167551,2503388,2172462,1374676,21192,27311,100368,54284,113515,486239,9136,25210,154416,33388,533752,1624741,747614,96246,127710,140218,203885,192488,27489,Cifras preliminares
333220,2016,339,62,6,3,891,24,88208,282730,5100,0,9032,248983,29896,117001,6864,513,2643,4807,4182,1412,1679,1701,7059,5373,0,21448,128246,16691,7977,7795,3984,11906,8814,1294,Cifras preliminares
333291,2016,2379,384,78,19,6418,223,715641,2993861,0,238500,419984,2311066,676947,1181993,296921,9668,17397,40840,25056,28062,11794,5819,2230,49623,3108,170067,784009,390782,47381,57210,86029,91966,58258,15316,Cifras preliminares
333292,2016,30,7,0,0,77,0,7854,19133,0,0,8681,15954,3179,8748,0,210,484,281,122,148,0,43,0,827,0,928,1784,176,2813,589,3675,818,764,0,Cifras preliminares
333299,2016,1306,199,912,91,3540,2395,453510,4384924,0,243575,147232,2591548,1793366,864720,1070891,10801,6787,54440,24924,83893,472766,1573,15921,98593,30280,341309,710702,339965,38075,62116,46530,99195,124652,10879,Cifras preliminares
3333,2016,2273,365,663,166,6421,2036,550641,4187828,73,666422,91146,3304235,883592,928912,1193715,2433,11401,28059,22744,39339,184778,3199,11762,62629,36355,365986,233110,170103,28732,43769,16733,50630,35783,4249,Cifras preliminares
333319,2016,2273,365,663,166,6421,2036,550641,4187828,73,666422,91146,3304235,883592,928912,1193715,2433,11401,28059,22744,39339,184778,3199,11762,62629,36355,365986,233110,170103,28732,43769,16733,50630,35783,4249,Cifras preliminares
3334,2016,13889,4486,8092,2807,43988,23759,4028856,37285261,213200,5711358,963816,12308457,24911136,10905477,8960007,63241,137780,519007,390957,570422,2548742,23522,334241,645836,77515,1669758,5225061,3427809,159443,304340,240490,672446,946438,27815,Cifras preliminares
333411,2016,8350,2695,5850,2098,26882,17640,2164064,25354800,0,3744112,305242,6081669,19227977,4992101,7705777,45731,65257,305265,269341,277797,1807766,12239,28849,458688,10941,1150062,2918173,2775275,81657,196333,112263,409757,763327,24014,Cifras preliminares
333412,2016,5539,1791,2242,709,17106,6119,1864792,11930461,213200,1967246,658574,6226788,5683159,5913376,1254230,17510,72523,213742,121616,292625,740976,11283,305392,187148,66574,519696,2306888,652534,77786,108007,128227,262689,183111,3801,Cifras preliminares
3335,2016,1886,699,403,71,6025,1115,586189,2083082,90497,443170,433378,1310345,772529,460253,442107,14890,21164,80801,43075,22025,234091,8232,20562,66099,3077,273024,954404,260411,60645,67001,69925,117950,171669,14902,Cifras preliminares
333510,2016,1886,699,403,71,6025,1115,586189,2083082,90497,443170,433378,1310345,772529,460253,442107,14890,21164,80801,43075,22025,234091,8232,20562,66099,3077,273024,954404,260411,60645,67001,69925,117950,171669,14902,Cifras preliminares
3336,2016,8316,2870,801,223,24502,2491,2906284,33186094,44600,5849203,189400,2295495,30858298,4585001,13200647,81940,61082,355006,311374,454388,182009,1542,28958,198328,1380820,2057865,6951678,1474356,131479,276567,241934,533816,419714,528234,Cifras preliminares
333610,2016,8316,2870,801,223,24502,2491,2906284,33186094,44600,5849203,189400,2295495,30858298,4585001,13200647,81940,61082,355006,311374,454388,182009,1542,28958,198328,1380820,2057865,6951678,1474356,131479,276567,241934,533816,419714,528234,Cifras preliminares
3339,2016,23143,10530,4431,1673,80090,13949,7147176,27390144,173159,9477514,1815013,13194156,14166449,7788209,6885983,394010,199301,537832,523789,539118,1368268,50068,142424,641116,558088,2411950,4600056,3159776,401101,365693,446327,641602,498350,34050,Cifras preliminares
333910,2016,6382,4333,2334,1142,24852,7848,2008284,10187858,31741,2118845,650532,4303449,5850914,2769554,2152017,134612,35198,187256,124554,138363,729922,14384,14441,201862,166272,771550,1692202,889710,163240,129819,151861,229324,132470,22021,Cifras preliminares
333920,2016,9537,1223,1058,127,26917,2871,2629408,5610491,114936,4297876,692919,2581814,3025399,1358534,2177889,86188,87120,138143,196389,202043,316582,8109,64760,205620,71358,564655,1059612,1255683,118313,117013,77770,172488,182747,4696,Cifras preliminares
333991,2016,1875,746,295,73,5835,823,781497,4398152,0,542900,200790,3717700,695927,2132294,295788,101367,21665,82432,89310,115069,115793,9601,3580,78265,61094,229024,1049957,453980,39655,79408,69620,113860,55870,4728,Cifras preliminares
333992,2016,794,106,1,0,2172,2,139197,602800,7645,0,11951,596957,4926,315882,5338,60,6758,9522,4123,4406,60,1885,1389,5124,0,32253,77857,17606,27871,6930,3842,11679,9776,704,Cifras preliminares
333999,2016,4555,4122,743,331,20314,2405,1588790,6590843,18837,2517893,258821,1994236,4589283,1211945,2254951,71783,48560,120479,109413,79237,205911,16089,58254,150245,259364,814468,720428,542797,52022,32523,143234,114251,117487,1901,Cifras preliminares
334,2016,117112,125360,16240,16362,572386,75777,43397342,64890638,415929,82026552,1029647,12966648,51926303,9354737,29021687,1133403,284071,2533102,3132929,1372082,5259965,50008,1369745,2860717,1565899,12612956,15983242,20938813,318070,1897155,1718278,2570258,2697681,336913,Cifras preliminares
3341,2016,15451,13897,7481,5770,69905,31857,5535369,25478420,0,8786850,96018,415454,25072430,4375214,9489531,81741,40797,419210,536840,845892,2421184,520,1001541,537769,1450251,1645736,2103473,3716942,28740,505804,228930,436203,305211,5006,Cifras preliminares
334110,2016,15451,13897,7481,5770,69905,31857,5535369,25478420,0,8786850,96018,415454,25072430,4375214,9489531,81741,40797,419210,536840,845892,2421184,520,1001541,537769,1450251,1645736,2103473,3716942,28740,505804,228930,436203,305211,5006,Cifras preliminares
