CODIGO_SCIAN,ANIO,H010B,H010C,I100B,I100C,H010D,I100D,J000A,O110A,M710B,M710C,M999A,M310B,M310C,K316B,K316C,K910A,K411A,K951A,K412A,K961A,K610A,K810A,K710A,K500A,K931A,K999A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q000C,Q000D,ESTATUS
3342,2016,19523,21195,1037,1352,93368,4835,6373751,5515627,319292,13548753,176328,2918003,2592441,1413143,1707842,206566,66128,219363,373481,66077,256130,3875,293287,353688,26966,2060248,1569221,2962344,94363,295514,487819,353201,167705,156617,Cifras preliminares
334210,2016,2401,3816,188,187,13609,762,984251,3281711,319292,3192706,23576,1992062,1285321,837801,925527,117434,4602,43794,70786,45249,42541,2692,284690,53269,0,429365,589735,481660,16004,68722,35911,80973,19833,6761,Cifras preliminares
334220,2016,8034,9952,516,622,39812,2212,3212234,1497909,0,6309619,47260,331507,1166796,207646,772848,81020,21005,116522,171012,9274,115014,1166,8536,133360,26966,1088764,658933,2188194,25907,190038,380440,202716,112910,148813,Cifras preliminares
334290,2016,9088,7427,333,543,39947,1861,2177266,736007,0,4046428,105492,594434,140324,367696,9467,8112,40521,59047,131683,11554,98575,17,61,167059,0,542119,320553,292490,52452,36754,71468,69512,34962,1043,Cifras preliminares
3343,2016,21573,20041,2353,2568,98927,11599,7486512,5961535,6571,13703191,164476,3661261,2291071,805712,3671443,405473,14960,387196,519579,31707,607681,3043,7474,359230,73650,1987996,1440419,5442725,52510,277781,303722,443512,385472,3472,Cifras preliminares
334310,2016,21573,20041,2353,2568,98927,11599,7486512,5961535,6571,13703191,164476,3661261,2291071,805712,3671443,405473,14960,387196,519579,31707,607681,3043,7474,359230,73650,1987996,1440419,5442725,52510,277781,303722,443512,385472,3472,Cifras preliminares
3344,2016,53096,62760,3248,3696,274656,16104,20818523,10599486,12619,41290997,348737,1447180,9165211,1294597,5140650,378820,94166,1186624,1417049,192279,855356,4573,39972,1272428,1572,5526494,6043114,6938409,103605,590014,502720,922326,1557467,132476,Cifras preliminares
334410,2016,53096,62760,3248,3696,274656,16104,20818523,10599486,12619,41290997,348737,1447180,9165211,1294597,5140650,378820,94166,1186624,1417049,192279,855356,4573,39972,1272428,1572,5526494,6043114,6938409,103605,590014,502720,922326,1557467,132476,Cifras preliminares
3345,2016,5384,5632,1824,2552,25891,9596,2166153,12490510,77447,4120328,95835,2687440,9797400,521238,7840320,48078,66999,155620,156333,168091,1014680,1028,3033,318810,12510,1099751,1126301,944500,31446,79629,97475,182182,95320,931,Cifras preliminares
334519,2016,5384,5632,1824,2552,25891,9596,2166153,12490510,77447,4120328,95835,2687440,9797400,521238,7840320,48078,66999,155620,156333,168091,1014680,1028,3033,318810,12510,1099751,1126301,944500,31446,79629,97475,182182,95320,931,Cifras preliminares
3346,2016,2085,1835,297,424,9639,1786,1017034,4845060,0,576433,148253,1837310,3007750,944833,1171901,12725,1021,165089,129647,68036,104934,36969,24438,18792,950,292731,3700714,933893,7406,148413,97612,232834,186506,38411,Cifras preliminares
334610,2016,2085,1835,297,424,9639,1786,1017034,4845060,0,576433,148253,1837310,3007750,944833,1171901,12725,1021,165089,129647,68036,104934,36969,24438,18792,950,292731,3700714,933893,7406,148413,97612,232834,186506,38411,Cifras preliminares
335,2016,78767,48649,35648,15593,292369,117689,23119173,171513728,457519,41407600,3884495,102137175,69122765,78888627,28655942,2389899,674762,2648718,3254303,2670795,10527560,161083,684817,2225892,484945,8915426,37778380,15912634,636587,1154222,1690882,3993990,2978650,503248,Cifras preliminares
3351,2016,9782,4450,818,612,35145,3078,2690745,1196312,10000,5744327,135696,1174134,20423,401154,146715,244393,47063,209531,155734,9368,358517,8040,17118,137548,0,958658,436246,846637,59423,61524,106089,102135,179968,20728,Cifras preliminares
335110,2016,2209,2050,590,396,9486,2111,752721,81130,0,1880796,2709,73054,7326,4527,12885,110019,8918,62758,58723,480,247763,383,1679,49787,0,229730,126457,279963,6162,7378,15532,30158,59383,695,Cifras preliminares
335120,2016,7573,2400,228,216,25659,967,1938024,1115182,10000,3863531,132987,1101080,13097,396627,133830,134374,38145,146773,97011,8888,110754,7657,15439,87761,0,728928,309789,566674,53261,54146,90557,71977,120585,20033,Cifras preliminares
3352,2016,17999,11257,18887,9779,65357,64410,4584014,67603640,9567,8844820,829353,41680944,25840875,33864838,11850745,892087,200042,747494,943831,1107741,4992928,9053,91382,689225,63541,2536778,18182926,6412667,175724,329654,341435,1883276,1259476,261784,Cifras preliminares
335210,2016,3998,3091,686,415,15365,2478,1071415,2915371,0,1906655,80779,2100271,777984,607856,751168,29434,13277,66161,114066,38518,270054,6092,16159,121333,19066,415730,1203279,748644,32517,50767,61485,138817,172746,21050,Cifras preliminares
335220,2016,14001,8166,18201,9364,49992,61932,3512599,64688269,9567,6938165,748574,39580673,25062891,33256982,11099577,862653,186765,681333,829765,1069223,4722874,2961,75223,567892,44475,2121048,16979647,5664023,143207,278887,279950,1744459,1086730,240734,Cifras preliminares
3353,2016,26280,13835,9397,2903,91203,28137,8188258,42474070,84821,13459548,1241019,23209169,19194607,13214836,10225767,440422,202304,658330,673982,809012,3079601,68923,94203,720031,310580,2310299,6546198,4045777,190560,392442,855773,817680,759331,94466,Cifras preliminares
335311,2016,14682,7820,2476,905,51254,7488,4561287,16315229,0,7480692,223022,10537488,5732594,3535871,5442474,107175,115523,363106,349587,293643,652424,43525,20484,276549,673,1350899,2957383,1790687,58438,101618,552652,387690,385711,26074,Cifras preliminares
335312,2016,11598,6015,6921,1998,39949,20649,3626971,26158841,84821,5978856,1017997,12671681,13462013,9678965,4783293,333247,86781,295224,324395,515369,2427177,25398,73719,443482,309907,959400,3588815,2255090,132122,290824,303121,429990,373620,68392,Cifras preliminares
3359,2016,24706,19107,6546,2299,100664,22064,7656156,60239706,353131,13358905,1678427,36072928,24066860,31407799,6432715,812997,225353,1033363,1480756,744674,2096514,75067,482114,679088,110824,3109691,12613010,4607553,210880,370602,387585,1190899,779875,126270,Cifras preliminares
335910,2016,3554,972,329,27,10328,656,982123,10749565,0,1183471,241141,5620282,5115211,5520989,682604,105047,41218,251088,290485,83407,79957,8387,0,89204,0,282655,2123201,533257,31998,36368,73522,195968,57914,13936,Cifras preliminares
335920,2016,5785,4317,4893,844,24365,15347,1741289,41441534,274215,3160292,942301,26196853,15155709,23442919,4627980,529210,92998,406323,568522,551468,1683462,41890,397922,258229,9910,1264586,6962117,1944136,83061,146732,71362,614416,359913,92937,Cifras preliminares
335930,2016,8869,8246,1047,1118,37933,4807,2941200,4349264,78100,5309312,364349,2534665,1824493,1055726,808983,118845,30653,205521,224147,81513,253885,22149,79869,228467,57748,811128,1419876,1059738,55340,103103,174546,176882,142691,12769,Cifras preliminares
335991,2016,902,343,110,27,2733,286,310235,488052,816,1308668,88674,287039,204716,102498,123853,3962,22969,77543,262132,4200,25951,981,654,14538,1883,244411,1169018,452131,23802,44888,15223,124989,53870,2994,Cifras preliminares
335999,2016,5596,5229,167,283,25305,968,1681309,3211291,0,2397162,41962,1434089,1766731,1285667,189295,55933,37515,92888,135470,24086,53259,1660,3669,88650,41283,506911,938798,618291,16679,39511,52932,78644,165487,3634,Cifras preliminares
336,2016,398793,249293,114432,58709,1442033,402061,121444140,1921113406,4803367,164399016,19608796,508926449,1409830764,547218997,765392357,5883442,4668611,18764840,14437966,28928832,44084971,3413274,4275106,10272437,15554730,71824935,401243071,105888896,3655673,8417228,17538043,42331545,55746365,2358796,Cifras preliminares
3361,2016,58314,9068,12515,3766,136855,35166,22379241,1078925421,286124,0,5481654,168288834,909277910,337817462,451588116,1312045,706030,4048209,2633834,16479003,5231359,3077812,33372,1465009,7515207,23592189,171686202,44984335,1537563,2738305,3813250,21084631,27301311,444864,Cifras preliminares
336110,2016,46676,8177,8140,2979,108173,25294,18170228,824088224,0,0,3960675,124413927,698387011,272310192,318127264,1264816,534361,3586789,2338870,12662358,3667783,2996726,33372,1276116,6656548,22398373,157065028,40625688,1396155,1927768,3478807,18988508,26827751,340427,Cifras preliminares
336120,2016,11638,891,4375,787,28682,9872,4209013,254837197,286124,0,1520979,43874907,210890899,65507270,133460852,47229,171669,461420,294964,3816645,1563576,81086,0,188893,858659,1193816,14621174,4358647,141408,810537,334443,2096123,473560,104437,Cifras preliminares
3362,2016,8353,1319,3018,416,22082,8543,1709596,19425101,2749,1186597,289027,16141788,3231073,8833296,3179566,28383,74428,177103,142001,74034,580188,21819,62797,180325,47323,705441,3227307,1326748,226756,115062,105979,294564,245542,124358,Cifras preliminares
336210,2016,8353,1319,3018,416,22082,8543,1709596,19425101,2749,1186597,289027,16141788,3231073,8833296,3179566,28383,74428,177103,142001,74034,580188,21819,62797,180325,47323,705441,3227307,1326748,226756,115062,105979,294564,245542,124358,Cifras preliminares
3363,2016,308643,229938,88749,49739,1205318,325135,89896415,777628835,4514410,148089728,11321568,318611040,457943633,195893416,286040609,4347913,3493150,13680068,10899020,11323565,34597095,287368,2312607,7406145,7870523,43722147,216015884,52722373,1727598,5079155,13025412,19700873,27009191,1737871,Cifras preliminares
336310,2016,27603,5032,11573,3901,77711,36913,9297218,174822225,2249963,5297167,1469400,58798489,115696137,43482113,65800963,544986,487669,2714090,2444982,3085455,3936712,161533,192351,922716,1465363,5779135,81180461,14260324,424017,779595,2093414,6632024,8508970,359383,Cifras preliminares
336320,2016,125855,132244,20010,19527,557424,89682,36283644,126951704,335779,59571172,2863766,33481598,93362148,30028259,47454921,1148939,430566,2904605,2254073,1797902,8371441,12254,57986,2207603,2561770,12498347,31389607,12399461,374889,1683135,2820091,3474416,6496732,552195,Cifras preliminares
336330,2016,13301,2630,2609,1486,37629,9763,3729965,46169941,180300,4113007,218046,20733543,25379910,9005535,16973739,183939,296437,736215,503066,571329,929093,7829,33506,429011,288584,2160557,9042692,2004089,91810,175303,349739,694778,658031,143191,Cifras preliminares
336340,2016,11771,5173,1761,452,38795,5379,3702596,16838480,18820,5757962,100471,8328697,8481002,4835758,3110034,204513,156234,852562,675734,162118,577069,13108,405020,336742,79762,1786130,6998250,2045583,79586,155134,118864,577694,1021313,111586,Cifras preliminares
336350,2016,19634,4215,5691,1218,56444,17006,6894973,96766455,309347,14512249,773500,28106982,68376972,11268199,45812195,195023,789567,1992129,1322369,1624269,2695699,34614,751517,710078,833311,6303253,25324605,3322331,137716,251418,3098737,2352843,2674991,230424,Cifras preliminares
336360,2016,40312,35689,9548,9050,165672,40372,9825220,60647254,30966,28361055,170070,34310644,26307252,15494968,24495346,533405,122302,650182,644499,1013745,3379811,14442,131780,780649,182748,2382815,6658044,2361717,64269,307531,266625,636863,413272,76473,Cifras preliminares
336370,2016,9107,2652,10624,3439,27088,32189,2551558,60600501,459166,1122511,2019060,47935996,12648225,28229459,10883674,247337,302830,1138184,612295,731959,4202366,4369,452097,577191,433177,2234154,15385824,4673585,125302,322514,689284,1414475,1705277,78926,Cifras preliminares
336390,2016,61060,42303,26933,10666,244555,93831,17611241,194832275,930069,29354605,3707255,86915091,107691987,53549125,71509737,1289771,907545,2692101,2442002,2336788,10504904,39219,288350,1442155,2025808,10577756,40036401,11655283,430009,1404525,3588658,3917780,5530605,185693,Cifras preliminares
3364,2016,9235,5832,5036,4133,35955,19654,3677203,10798597,0,10814092,710991,172455,10640152,120840,7191650,143335,66056,491200,443749,278661,2399497,3787,2020,651595,8348,2092839,4765832,2022039,37555,283384,292724,625074,298437,22837,Cifras preliminares
336410,2016,9235,5832,5036,4133,35955,19654,3677203,10798597,0,10814092,710991,172455,10640152,120840,7191650,143335,66056,491200,443749,278661,2399497,3787,2020,651595,8348,2092839,4765832,2022039,37555,283384,292724,625074,298437,22837,Cifras preliminares
3365,2016,7129,724,4221,436,20478,11024,2001116,29032120,0,1201458,1580893,1471068,27652918,3392069,16431697,25592,59827,252185,196636,694230,848415,925,1857632,334161,16088,898343,3220293,2057343,47107,65460,223716,323939,816313,24121,Cifras preliminares
336510,2016,7129,724,4221,436,20478,11024,2001116,29032120,0,1201458,1580893,1471068,27652918,3392069,16431697,25592,59827,252185,196636,694230,848415,925,1857632,334161,16088,898343,3220293,2057343,47107,65460,223716,323939,816313,24121,Cifras preliminares
3366,2016,1396,202,654,136,4150,1840,327949,2427024,12,236165,41174,2086125,341584,709350,54583,1977,126294,43073,32627,7658,334356,4483,12,185933,0,232323,1635726,2079792,24098,28945,19753,180577,30921,3213,Cifras preliminares
336610,2016,1396,202,654,136,4150,1840,327949,2427024,12,236165,41174,2086125,341584,709350,54583,1977,126294,43073,32627,7658,334356,4483,12,185933,0,232323,1635726,2079792,24098,28945,19753,180577,30921,3213,Cifras preliminares
3369,2016,5723,2210,239,83,17195,699,1452620,2876308,72,2870976,183489,2155139,743494,452564,906136,24197,142826,73002,90099,71681,94061,17080,6666,49269,97241,581653,691827,696266,54996,106917,57209,121887,44650,1532,Cifras preliminares
336991,2016,4831,1634,174,8,13714,407,1263470,1223079,0,2868227,48143,487807,734776,235704,410338,9626,135879,62374,83217,22811,22963,8656,639,24457,38044,496502,369907,589224,18941,86029,37731,82448,41527,0,Cifras preliminares
336992,2016,892,576,65,75,3481,292,189150,1653229,72,2749,135346,1667332,8718,216860,495798,14571,6947,10628,6882,48870,71098,8424,6027,24812,59197,85151,321920,107042,36055,20888,19478,39439,3123,1532,Cifras preliminares
337,2016,32893,12974,4641,1424,110016,13854,5924158,22028364,151769,7823946,356080,18759302,3390414,9759735,1266697,461768,268581,486269,388499,622939,836132,272931,197349,921020,99063,1981709,4181202,1738624,586146,304464,275356,490555,707579,110607,Cifras preliminares
3371,2016,17019,5808,1787,935,53954,6285,2691773,8176102,57382,3754867,106501,5570470,2622735,2987251,921092,235889,85683,210411,206368,211401,322862,40804,175519,314989,124,710862,1779803,944529,240919,163702,125415,230647,378594,62203,Cifras preliminares
337120,2016,17019,5808,1787,935,53954,6285,2691773,8176102,57382,3754867,106501,5570470,2622735,2987251,921092,235889,85683,210411,206368,211401,322862,40804,175519,314989,124,710862,1779803,944529,240919,163702,125415,230647,378594,62203,Cifras preliminares
3372,2016,7157,1909,2241,247,20960,5794,1314311,5608629,44512,1422487,239272,4934156,733587,2252479,319605,55729,46947,112592,94284,162151,400873,20107,18501,240415,36659,612131,1357475,552784,148143,90227,107919,140868,191409,32733,Cifras preliminares
337210,2016,7157,1909,2241,247,20960,5794,1314311,5608629,44512,1422487,239272,4934156,733587,2252479,319605,55729,46947,112592,94284,162151,400873,20107,18501,240415,36659,612131,1357475,552784,148143,90227,107919,140868,191409,32733,Cifras preliminares
3379,2016,8717,5257,613,242,35102,1775,1918074,8243633,49875,2646592,10307,8254676,34092,4520005,26000,170150,135951,163266,87847,249387,112397,212020,3329,365616,62280,658716,1043924,241311,197084,50535,42022,119040,137576,15671,Cifras preliminares
337910,2016,2932,757,564,209,8347,1611,647202,8119395,0,113340,3941,8130726,33395,4464176,26000,165100,125594,119087,27877,247864,99851,209235,5,159862,62280,451296,889413,202094,181081,36005,25284,99055,125382,11305,Cifras preliminares
337920,2016,5785,4500,49,33,26755,164,1270872,124238,49875,2533252,6366,123950,697,55829,0,5050,10357,44179,59970,1523,12546,2785,3324,205754,0,207420,154511,39217,16003,14530,16738,19985,12194,4366,Cifras preliminares
339,2016,68385,87760,5863,5711,360337,26836,25745932,36795918,418292,41017481,2043797,21701421,15012376,9432657,7496327,1758312,287140,2012057,1785446,752815,1664686,219807,376710,2124533,369838,7292224,15025340,8792255,660063,859788,3170439,2193259,3365405,105069,Cifras preliminares
3391,2016,48338,69319,2139,2019,272238,9324,19313568,11400797,65322,32292606,517948,6607169,4755947,2568960,1197533,739480,128371,1127933,1111016,399776,531717,27661,91966,1249333,48614,5076143,6898644,6348768,212672,434370,2134166,1231490,1824000,39339,Cifras preliminares
339111,2016,20739,33410,894,1187,121373,4650,8540649,974411,34040,15584351,169706,912213,55468,363890,80512,183195,37235,457743,458716,17304,300131,4699,6419,601792,1106,2671742,1696930,2490211,69745,135748,275909,367050,777117,16717,Cifras preliminares
339112,2016,25470,32632,1165,816,138654,4444,9899033,10145111,26401,15118651,326658,5479803,4634182,2155302,1081110,542413,87026,552657,559971,381283,215907,14463,85060,604381,46105,2191085,4912768,3689787,129686,264005,1689023,808525,936481,20714,Cifras preliminares
